CUST_NO,CALL_COUNT,MAIN_CATEGORY,SUB_CATEGORY,AVG_SENTIMENT_SCORE
691536,1,網路連線問題,無法上網,0.0
1167870,1,網路連線問題,無法上網,0.0
1265571,1,經銷商問題,台哥大-電訪約裝,0.0
1048550,1,網路連線問題,網路品質,0.0
1113091,1,帳務問題,用戶要求優惠,0.0
1265879,1,經銷商問題,台哥大-電訪約裝,0.0
1253847,1,經銷商問題,台哥大-電訪約裝,0.0
1266183,1,經銷商問題,遠傳電信-電訪約裝,0.0
103427,1,網路連線問題,無法上網,-1.0
1255618,1,網路連線問題,無法上網,-1.0
1236384,1,網路連線問題,無法上網,0.0
1265924,1,經銷商問題,台哥大-電訪約裝,0.0
67716,1,帳務相關,拆機挽回,0.0
1237189,1,網路連線問題,無法上網,-1.0
1265144,1,經銷商問題,遠傳電信-電訪約裝,0.0
78156,3,網路連線問題,Cable modem連線,0.3333333333333333
820387,1,網路連線問題,無法上網,0.0
1266453,2,經銷商問題,無法上網,0.0
100602,1,網路連線問題,無法上網,-1.0
1259065,1,經銷商問題,遠傳電信-電訪約裝,0.0
1030560,1,網路連線問題,無法上網,-1.0
885068,2,網路連線問題,無法上網,0.0
830178,1,網路連線問題,連線其他相關問題,0.0
1230622,1,帳務相關,拆機挽回,0.0
1134451,1,網路連線問題,連線其他相關問題,1.0
726623,1,帳務相關,拆機挽回,-1.0
952454,1,帳務問題,服務異動,0.0
1072121,1,網路連線問題,Cable modem連線,-1.0
1266580,1,經銷商問題,台哥大-電訪約裝,0.0
1047436,4,網路連線問題,無法上網,0.0
1174077,1,網路連線問題,無法上網,0.0
1265991,1,經銷商問題,遠傳電信-電訪約裝,0.0
741192,1,網路連線問題,網路品質,-1.0
41614,1,網路連線問題,無法上網,0.0
839110,1,網路連線問題,無法上網,0.0
707978,1,網路連線問題,無法上網,0.0
1266028,1,經銷商問題,遠傳電信-電訪約裝,0.0
954998,1,網路連線問題,無法上網,1.0
109228,1,網路連線問題,Cable modem連線,-1.0
1145201,1,網路連線問題,網路品質,-2.0
11431,1,經銷商問題,遠傳電信-電訪約裝,0.0
35793,1,網路連線問題,無法上網,-1.0
1215011,1,網路連線問題,無法上網,0.0
1266605,2,經銷商問題,台哥大-電訪約裝,0.0
1266191,1,經銷商問題,台哥大-電訪約裝,0.0
708888,1,註冊問題,註冊引導,0.0
1266667,1,經銷商問題,台哥大-電訪約裝,0.0
39412,1,網路連線問題,無法上網,0.0
731912,1,經銷商問題,台哥大-電訪約裝,0.0
1261005,1,經銷商問題,台哥大-人員進電,0.0
1909,1,帳務相關,拆機挽回,0.0
711326,1,帳務問題,用戶退租,0.0
1072438,1,帳務相關,拆機挽回,0.0
1262827,1,網路連線問題,網路品質,0.0
1227044,1,非連線問題,用戶移機,0.0
885449,1,帳務相關,拆機挽回,-1.0
751628,1,帳務相關,拆機挽回,0.0
1218669,1,經銷商問題,台哥大-電訪約裝,0.0
1266093,2,經銷商問題,無法上網,0.0
1157687,1,網路連線問題,網路品質,-1.0
16390,1,帳務問題,頻寬方案費率,0.0
1266422,1,經銷商問題,台哥大-電訪約裝,0.0
1203626,1,帳務相關,拆機挽回,-1.0
741684,4,帳務問題,繳費相關問題,-0.25
72524,1,網路連線問題,無法上網,-1.0
976061,1,網路連線問題,無法上網,0.0
919945,1,網路連線問題,網路品質,0.0
746283,4,網路連線問題,無法上網,-0.5
1266257,1,經銷商問題,遠傳電信-電訪約裝,0.0
955823,1,帳務問題,繳費相關問題,0.0
1186874,2,帳務問題,用戶要求優惠,0.0
839109,1,網路連線問題,無法上網,0.0
1246859,2,帳務問題,頻寬方案費率,0.5
1222407,1,網路連線問題,網路品質,0.0
1266600,1,經銷商問題,台哥大-電訪約裝,0.0
1266607,1,經銷商問題,台哥大-電訪約裝,0.0
982300,3,經銷商問題,台哥大-電訪約裝,0.3333333333333333
15807,1,帳務相關,拆機挽回,0.0
1156343,3,非連線問題,用戶移機,-0.6666666666666666
852196,1,帳務相關,拆機挽回,-1.0
1264623,1,經銷商問題,台哥大-人員進電,-1.0
952465,5,網路連線問題,無法上網,-0.4
84880,1,帳務問題,帳單金額/帳單週期問題,0.0
35848,1,網路連線問題,無法上網,0.0
1267384,1,經銷商問題,遠傳電信-電訪約裝,0.0
1133474,1,帳務相關,拆機挽回,-1.0
1136303,3,經銷商問題,台哥大-電訪約裝,0.0
1161132,1,網路連線問題,Cable modem連線,0.0
99790,1,帳務相關,拆機挽回,0.0
1118334,1,帳務問題,用戶要求優惠,0.0
745715,1,帳務問題,帳單/收據寄送問題,0.0
16315,1,網路連線問題,無法上網,0.0
947504,1,網路連線問題,網路品質,0.0
1228337,2,網路連線問題,無法上網,0.0
1159193,3,經銷商問題,遠傳電信-人員進電,0.0
1049866,2,網路連線問題,無法上網,0.5
1265194,1,經銷商問題,遠傳電信-人員進電,-1.0
723671,1,網路連線問題,無法上網,-1.0
1089234,1,網路連線問題,無法上網,0.0
1200378,2,網路連線問題,無法上網,0.5
1050385,1,網路連線問題,無法上網,-1.0
1154816,2,經銷商問題,台哥大-人員進電,1.0
1222831,1,非連線問題,固定Ip問題,2.0
67575,1,網路連線問題,無法上網,-1.0
1230628,1,帳務相關,拆機挽回,-1.0
1266923,1,經銷商問題,遠傳電信-電訪約裝,0.0
1266926,1,經銷商問題,台哥大-電訪約裝,0.0
142986,1,網路連線問題,無法上網,0.0
1172049,1,網路連線問題,無法上網,0.0
1230855,1,網路連線問題,無法上網,-1.0
129488,2,帳務問題,mac 己被註冊,0.5
1266943,2,經銷商問題,台哥大-電訪約裝,0.0
1047605,2,網路連線問題,網路品質,-0.5
146630,1,非連線問題,固定Ip問題,2.0
953486,2,網路連線問題,無法上網,0.0
1266995,2,經銷商問題,遠傳電信-電訪約裝,0.0
1137149,1,經銷商問題,台哥大-人員進電,0.0
1156671,2,經銷商問題,台哥大-電訪約裝,0.0
902320,4,網路連線問題,Cable modem連線,-0.25
1267616,1,經銷商問題,台哥大-電訪約裝,0.0
1237960,2,網路連線問題,無法上網,-0.5
854778,1,網路連線問題,無法上網,0.0
1047175,1,帳務相關,拆機挽回,0.0
6476,1,經銷商問題,台哥大-人員進電,0.0
731781,1,網路連線問題,無法上網,0.0
719055,2,網路連線問題,無法上網,0.0
839463,1,網路連線問題,網路品質,0.0
1234929,1,網路連線問題,無法上網,1.0
133274,1,帳務相關,拆機挽回,0.0
844125,1,網路連線問題,無法上網,0.0
1127402,1,網路連線問題,無法上網,-1.0
1266672,2,經銷商問題,台哥大-電訪約裝,0.0
1266987,1,經銷商問題,台哥大-電訪約裝,0.0
1167369,2,網路連線問題,無法上網,0.5
774050,2,網路連線問題,無法上網,0.0
1267016,1,經銷商問題,遠傳電信-電訪約裝,0.0
1025322,1,網路連線問題,網路品質,1.0
64124,1,網路連線問題,網路品質,0.0
1103413,1,帳務相關,拆機挽回,-1.0
723610,2,網路連線問題,Cable modem連線,-1.0
1190284,4,經銷商問題,台哥大-人員進電,0.5
1156604,2,經銷商問題,台哥大-電訪約裝,0.0
1154454,1,帳務相關,拆機挽回,0.0
841880,1,網路連線問題,無法上網,0.0
1086289,1,網路連線問題,網路品質,0.0
950246,1,網路連線問題,無法上網,-1.0
861687,2,經銷商問題,台哥大-電訪約裝,0.0
801713,1,網路連線問題,網路品質,0.0
1256519,2,經銷商問題,台哥大-電訪約裝,0.0
1170937,1,網路連線問題,無法上網,0.0
1266999,1,經銷商問題,台哥大-電訪約裝,0.0
1267021,2,經銷商問題,台哥大-電訪約裝,0.0
1267212,1,經銷商問題,遠傳電信-電訪約裝,0.0
1016006,1,網路連線問題,無法上網,0.0
1224788,1,經銷商問題,台哥大-電訪約裝,0.0
1139884,2,網路連線問題,無法上網,0.0
1164154,1,帳務相關,拆機挽回,0.0
692087,1,網路連線問題,連線其他相關問題,-1.0
1008521,1,經銷商問題,台哥大-電訪約裝,0.0
735770,4,帳務問題,台哥大-電訪約裝,0.0
935960,1,網路連線問題,無法上網,0.0
1267332,3,網路連線問題,網路品質,0.3333333333333333
702330,1,帳務問題,繳費相關問題,0.0
1212979,2,新產品,建議,0.0
900589,1,網路連線問題,無法上網,0.0
869498,1,帳務相關,拆機挽回,0.0
1159188,1,網路連線問題,無法上網,1.0
1267140,2,經銷商問題,台哥大-電訪約裝,0.0
1267080,4,經銷商問題,台哥大-電訪約裝,0.0
1267576,1,經銷商問題,台哥大-電訪約裝,0.0
1267566,2,經銷商問題,遠傳電信-人員進電,0.0
55843,2,帳務問題,繳費相關問題,0.0
1149726,3,經銷商問題,台哥大-電訪約裝,0.0
683654,1,網路連線問題,無法上網,-2.0
46424,1,網路連線問題,無法上網,-1.0
1078947,1,帳務相關,拆機挽回,0.0
1144639,1,網路連線問題,無法上網,-1.0
50772,2,網路連線問題,無法上網,0.5
712312,1,網路連線問題,網路品質,0.0
1121215,4,網路連線問題,無法上網,0.0
36470,1,帳務相關,拆機挽回,0.0
1268714,2,經銷商問題,遠傳電信-電訪約裝,0.0
704806,1,網路連線問題,無法上網,0.0
709194,1,網路連線問題,無法上網,0.0
1266930,1,經銷商問題,遠傳電信-電訪約裝,0.0
1266941,1,經銷商問題,遠傳電信-電訪約裝,0.0
67002,1,帳務相關,拆機挽回,0.0
1120862,4,帳務問題,服務異動,-0.25
1267046,3,經銷商問題,台哥大-電訪約裝,0.0
1050806,1,網路連線問題,無法上網,-1.0
813945,1,網路連線問題,無法上網,0.0
912447,1,帳務相關,拆機挽回,0.0
1267590,1,經銷商問題,遠傳電信-電訪約裝,0.0
1233562,2,帳務問題,頻寬方案費率,-0.5
1086285,1,網路連線問題,網路品質,1.0
996493,1,網路連線問題,無法上網,0.0
1160739,1,帳務相關,拆機挽回,0.0
884231,4,帳務問題,帳單金額/帳單週期問題,0.75
723599,1,帳務問題,帳單/收據寄送問題,0.0
854060,1,網路連線問題,Cable modem連線,-1.0
1196313,1,帳務問題,繳費相關問題,1.0
1267471,5,經銷商問題,台哥大-電訪約裝,0.0
1266251,1,網路連線問題,無法上網,0.0
825322,2,網路連線問題,無法上網,1.0
728762,1,網路連線問題,連線其他相關問題,-1.0
787466,5,網路連線問題,無法上網,0.0
1236084,1,網路連線問題,無法上網,0.0
991844,2,帳務問題,Cable modem連線,-1.0
60339,1,網路連線問題,無法上網,0.0
981809,1,網路連線問題,網路品質,0.0
710661,1,網路連線問題,網路品質,-1.0
32315,1,帳務問題,頻寬方案費率,0.0
1139267,2,經銷商問題,台哥大-電訪約裝,0.0
835260,1,網路連線問題,無法上網,0.0
1165519,1,網路連線問題,網路品質,-1.0
1268812,1,帳務問題,頻寬方案費率,1.0
1267393,4,經銷商問題,台哥大-人員進電,0.25
1186560,2,經銷商問題,台哥大-電訪約裝,0.5
1191099,2,經銷商問題,台哥大-電訪約裝,0.0
1268639,2,經銷商問題,台哥大-電訪約裝,-0.5
1267656,2,經銷商問題,遠傳電信-電訪約裝,0.0
1096231,2,網路連線問題,無法上網,0.0
1269289,4,經銷商問題,台哥大-電訪約裝,0.0
681122,1,帳務相關,拆機挽回,0.0
1232600,2,帳務問題,服務異動,0.5
1250858,1,網路連線問題,無法上網,-1.0
900077,2,網路連線問題,Cable modem連線,-1.0
847731,1,網路連線問題,無法上網,0.0
687709,2,帳務問題,用戶要求優惠,0.0
1064387,1,帳務問題,繳費相關問題,0.0
1186507,3,經銷商問題,台哥大-電訪約裝,0.0
1066189,1,網路連線問題,網路品質,0.0
122201,1,帳務問題,繳費相關問題,0.0
1144033,1,網路連線問題,無法上網,0.0
754725,1,網路連線問題,無法上網,1.0
775129,1,網路連線問題,網路品質,1.0
1111123,1,網路連線問題,無法上網,0.0
1232984,3,帳務問題,服務異動,0.0
1175536,2,經銷商問題,台哥大-電訪約裝,0.0
1267318,3,經銷商問題,網路品質,0.0
1267456,1,經銷商問題,遠傳電信-電訪約裝,0.0
1249346,1,網路連線問題,無法上網,-1.0
1259718,9,經銷商問題,台哥大-人員進電,0.1111111111111111
1267738,3,經銷商問題,遠傳電信-電訪約裝,0.3333333333333333
1180063,1,網路連線問題,無法上網,0.0
1267214,1,經銷商問題,遠傳電信-電訪約裝,0.0
1267759,2,經銷商問題,台哥大-電訪約裝,0.5
1220696,1,網路連線問題,無法上網,0.0
1267236,3,經銷商問題,台哥大-電訪約裝,0.0
1267058,1,經銷商問題,台哥大-電訪約裝,0.0
796469,1,網路連線問題,無法上網,2.0
56219,1,網路連線問題,無法上網,0.0
708585,2,網路連線問題,無法上網,0.0
1237030,2,帳務相關,拆機挽回,-0.5
1269035,4,經銷商問題,台哥大-電訪約裝,0.0
148444,1,網路連線問題,無法上網,-1.0
873845,1,網路連線問題,網路品質,-2.0
1153514,1,網路連線問題,網路品質,-1.0
1268472,1,經銷商問題,台哥大-電訪約裝,0.0
1266101,2,網路連線問題,無法上網,0.0
140367,1,網路連線問題,Cable modem連線,-1.0
110261,1,帳務問題,繳費相關問題,0.0
132692,2,網路連線問題,無法上網,1.0
822933,1,帳務相關,拆機挽回,0.0
136205,2,經銷商問題,台哥大-電訪約裝,0.0
829225,1,網路連線問題,無法上網,0.0
687209,1,帳務問題,頻寬方案費率,0.0
873459,7,帳務問題,退費問題,-0.42857142857142855
126940,1,網路連線問題,無法上網,0.0
1188849,1,帳務問題,繳費相關問題,0.0
32562,3,帳務相關,拆機挽回,0.0
797260,1,網路連線問題,網路品質,0.0
1268870,3,經銷商問題,台哥大-電訪約裝,0.0
1268879,2,經銷商問題,Cable modem連線,0.0
1272200,3,經銷商問題,台哥大-電訪約裝,0.0
788966,1,網路連線問題,無法上網,0.0
1216345,2,經銷商問題,台哥大-電訪約裝,-0.5
1154041,1,網路連線問題,無法上網,0.0
925294,1,網路連線問題,無法上網,0.0
1142538,1,網路連線問題,連線其他相關問題,0.0
10209,4,帳務相關,拆機挽回,-0.75
1201645,1,網路連線問題,無法上網,0.0
1071772,1,網路連線問題,無法上網,0.0
1117953,2,網路連線問題,無法上網,-0.5
1228428,2,經銷商問題,台哥大-電訪約裝,0.5
1125017,2,帳務問題,拆機挽回,0.0
1093499,1,帳務相關,拆機挽回,0.0
1229254,1,帳務相關,拆機挽回,0.0
810615,1,帳務相關,拆機挽回,0.0
1267657,2,經銷商問題,遠傳電信-電訪約裝,0.0
1012888,1,網路連線問題,無法上網,0.0
133712,1,網路連線問題,無法上網,-1.0
684078,1,網路連線問題,無法上網,0.0
1224396,2,經銷商問題,Cable modem連線,0.0
1262229,1,網路連線問題,無法上網,0.0
1140867,1,網路連線問題,網路品質,-1.0
44327,1,新產品,高頻寬,0.0
1162828,1,網路連線問題,連線其他相關問題,-1.0
1148409,1,網路連線問題,無法上網,-1.0
1268760,2,經銷商問題,遠傳電信-電訪約裝,0.0
139210,2,網路連線問題,無法上網,0.5
934608,4,帳務問題,用戶要求優惠,0.75
111885,1,帳務問題,頻寬方案費率,0.0
1267592,3,經銷商問題,台哥大-電訪約裝,0.0
1055999,3,網路連線問題,無法上網,0.0
1269111,2,經銷商問題,遠傳電信-人員進電,0.0
1270047,1,經銷商問題,台哥大-電訪約裝,0.0
100734,1,網路連線問題,無法上網,0.0
1268593,2,經銷商問題,台哥大-電訪約裝,0.0
1258392,1,網路連線問題,無法上網,-1.0
1151759,1,網路連線問題,連線其他相關問題,0.0
682013,1,網路連線問題,網路品質,0.0
95833,1,帳務相關,拆機挽回,1.0
1267403,1,經銷商問題,遠傳電信-電訪約裝,0.0
1267794,2,經銷商問題,遠傳電信-人員進電,0.0
13723,1,網路連線問題,無法上網,-1.0
105027,1,網路連線問題,Cable modem連線,-1.0
1268038,1,經銷商問題,台哥大-電訪約裝,0.0
1248612,1,帳務相關,拆機挽回,0.0
1133661,1,網路連線問題,無法上網,0.0
1170993,1,網路連線問題,網路品質,0.0
1228422,2,網路連線問題,無法上網,0.0
1264770,2,網路連線問題,無法上網,-1.0
990802,3,網路連線問題,無法上網,-0.3333333333333333
1237811,2,經銷商問題,無法上網,0.0
1234226,2,帳務問題,用戶要求優惠,-0.5
1189812,2,帳務問題,網路品質,0.0
1153744,1,網路連線問題,無法上網,0.0
947545,2,網路連線問題,無法上網,0.0
692243,3,網路連線問題,無法上網,-0.3333333333333333
1250801,1,經銷商問題,台哥大-電訪約裝,1.0
906922,3,網路連線問題,mac 己被註冊,0.0
1268867,3,經銷商問題,台哥大-電訪約裝,0.0
685728,1,網路連線問題,無法上網,0.0
1180580,2,網路連線問題,無法上網,-0.5
1052146,1,網路連線問題,無法上網,0.0
45797,2,帳務相關,拆機挽回,0.0
1268243,1,經銷商問題,台哥大-電訪約裝,0.0
1037120,1,網路連線問題,無法上網,0.0
1267273,5,經銷商問題,遠傳電信-人員進電,0.0
1045196,1,帳務相關,拆機挽回,0.0
1168670,2,網路連線問題,網路品質,0.5
16480,1,網路連線問題,網路品質,1.0
1058559,1,網路連線問題,無法上網,0.0
945824,1,帳務相關,拆機挽回,0.0
1272277,1,經銷商問題,台哥大-電訪約裝,0.0
1054113,1,網路連線問題,網路品質,0.0
1269128,1,經銷商問題,台哥大-電訪約裝,0.0
859923,1,網路連線問題,Cable modem連線,-1.0
1200140,1,經銷商問題,台哥大-電訪約裝,1.0
1229944,1,網路連線問題,無法上網,0.0
1165540,3,網路連線問題,Cable modem連線,0.3333333333333333
1231700,1,網路連線問題,無法上網,-1.0
1236718,1,經銷商問題,台哥大-電訪約裝,0.0
1268931,1,經銷商問題,台哥大-電訪約裝,0.0
835428,1,網路連線問題,無法上網,-1.0
1058843,2,帳務相關,拆機挽回,-0.5
14028,1,網路連線問題,無法上網,0.0
1155216,2,帳務相關,拆機挽回,0.0
824060,1,帳務相關,拆機挽回,0.0
1108409,1,網路連線問題,連線其他相關問題,2.0
143878,2,經銷商問題,mac 己被註冊,0.0
1267682,1,非連線問題,固定Ip問題,0.0
949297,1,網路連線問題,無法上網,-1.0
1197574,2,經銷商問題,台哥大-電訪約裝,-0.5
1268099,4,經銷商問題,遠傳電信-電訪約裝,0.25
1268962,1,經銷商問題,台哥大-電訪約裝,0.0
56061,3,網路連線問題,台哥大-電訪約裝,0.0
854587,1,網路連線問題,無法上網,1.0
1047642,1,網路連線問題,無法上網,0.0
1261429,1,網路連線問題,無法上網,0.0
110854,1,帳務相關,拆機挽回,0.0
851255,1,網路連線問題,網路品質,0.0
1111572,2,網路連線問題,無法上網,0.0
1237116,1,網路連線問題,無法上網,0.0
871245,1,網路連線問題,無法上網,0.0
732762,1,帳務問題,用戶退租,0.0
1233548,2,帳務問題,繳費相關問題,0.0
1267263,1,經銷商問題,遠傳電信-電訪約裝,0.0
1266813,1,經銷商問題,遠傳電信-電訪約裝,0.0
1266456,1,網路連線問題,無法上網,0.0
766480,3,網路連線問題,無法上網,0.0
1234607,2,帳務問題,用戶要求優惠,0.0
755365,3,經銷商問題,台哥大-人員進電,0.0
63211,1,帳務問題,繳費相關問題,-1.0
1133037,5,帳務問題,頻寬方案費率,0.0
924629,2,帳務相關,拆機挽回,-0.5
63601,2,經銷商問題,mac 己被註冊,0.5
1267742,1,經銷商問題,遠傳電信-電訪約裝,0.0
72086,1,網路連線問題,無法上網,-1.0
906255,1,網路連線問題,無法上網,0.0
1268762,1,經銷商問題,遠傳電信-電訪約裝,0.0
832500,4,網路連線問題,無法上網,0.25
1268775,1,經銷商問題,遠傳電信-電訪約裝,0.0
69268,1,帳務相關,拆機挽回,0.0
1192396,1,網路連線問題,無法上網,0.0
1189040,1,網路連線問題,網路品質,0.0
693477,1,網路連線問題,網路品質,0.0
1270236,2,經銷商問題,遠傳電信-電訪約裝,0.0
1235874,1,經銷商問題,台哥大-人員進電,-1.0
1269540,1,經銷商問題,遠傳電信-電訪約裝,0.0
1269533,2,經銷商問題,台哥大-電訪約裝,0.0
1256194,1,網路連線問題,無法上網,-1.0
106637,1,網路連線問題,網路品質,0.0
61910,1,經銷商問題,台哥大-電訪約裝,0.0
131208,1,網路連線問題,網路品質,0.0
1208359,2,帳務相關,拆機挽回,0.0
693288,2,網路連線問題,無法上網,-0.5
861347,1,網路連線問題,無法上網,0.0
1268711,1,經銷商問題,遠傳電信-電訪約裝,0.0
1176943,2,經銷商問題,台哥大-電訪約裝,0.0
1270091,2,經銷商問題,台哥大-電訪約裝,0.0
1219837,2,網路連線問題,無法上網,-0.5
963334,3,網路連線問題,無法上網,-0.6666666666666666
750984,1,網路連線問題,網路品質,0.0
1152143,1,網路連線問題,無法上網,0.0
1192041,2,網路連線問題,無法上網,-1.0
1084024,1,網路連線問題,無法上網,-1.0
949295,2,網路連線問題,無法上網,-0.5
824346,1,網路連線問題,網路品質,0.0
1267624,5,經銷商問題,台哥大-電訪約裝,0.2
691230,2,帳務相關,拆機挽回,-1.0
835448,2,網路連線問題,無法上網,0.0
911009,1,網路連線問題,無法上網,-1.0
966467,2,網路連線問題,無法上網,0.0
1236230,1,網路連線問題,無法上網,0.0
683075,2,帳務相關,拆機挽回,0.0
1177878,1,網路連線問題,無法上網,0.0
851067,1,網路連線問題,無法上網,0.0
1015056,1,網路連線問題,無法上網,0.0
1270044,1,經銷商問題,遠傳電信-電訪約裝,0.0
1239071,1,網路連線問題,無法上網,0.0
840367,6,網路連線問題,拆機挽回,0.16666666666666666
1026340,2,網路連線問題,連線其他相關問題,0.0
696473,3,帳務相關,拆機挽回,-0.6666666666666666
1259447,3,網路連線問題,無法上網,-0.3333333333333333
1173307,2,經銷商問題,台哥大-人員進電,0.0
1269528,1,經銷商問題,台哥大-電訪約裝,1.0
1151727,1,網路連線問題,無法上網,0.0
871227,1,網路連線問題,無法上網,0.0
978787,1,帳務相關,拆機挽回,1.0
877248,1,網路連線問題,無法上網,0.0
1261172,1,網路連線問題,無法上網,0.0
1112161,1,網路連線問題,無法上網,-1.0
1271275,1,經銷商問題,台哥大-電訪約裝,0.0
1271207,3,經銷商問題,台哥大-電訪約裝,0.0
1082992,1,網路連線問題,無法上網,0.0
742840,1,帳務問題,服務異動,0.0
1076513,1,網路連線問題,無法上網,0.0
861318,2,網路連線問題,無法上網,0.5
1144928,1,網路連線問題,無法上網,0.0
1238762,2,網路連線問題,Cable modem連線,0.0
697126,2,網路連線問題,Cable modem連線,-0.5
1267837,2,經銷商問題,台哥大-電訪約裝,0.0
1269138,1,網路連線問題,無法上網,0.0
1060116,1,網路連線問題,無法上網,0.0
906185,2,網路連線問題,無法上網,0.5
1013896,2,網路連線問題,無法上網,0.5
1144922,2,網路連線問題,無法上網,-1.0
1179008,1,網路連線問題,網路品質,1.0
121033,1,網路連線問題,連線其他相關問題,0.0
1266076,2,網路連線問題,固定Ip問題,-0.5
1235367,3,帳務相關,拆機挽回,-1.0
1237491,1,帳務相關,拆機挽回,0.0
1270935,1,經銷商問題,台哥大-電訪約裝,0.0
754275,3,經銷商問題,台哥大-電訪約裝,0.0
1160742,4,帳務相關,拆機挽回,-0.5
1268918,1,經銷商問題,遠傳電信-電訪約裝,0.0
68321,2,帳務問題,服務異動,0.0
108169,5,經銷商問題,台哥大-電訪約裝,0.0
690295,1,網路連線問題,網路品質,0.0
1159865,1,網路連線問題,網路品質,0.0
117510,1,網路連線問題,無法上網,-1.0
1114344,1,網路連線問題,無法上網,0.0
1158162,1,網路連線問題,無法上網,0.0
1268718,1,經銷商問題,台哥大-電訪約裝,0.0
1267382,2,網路連線問題,無法上網,-1.0
1269706,3,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
692057,2,帳務相關,拆機挽回,0.0
952778,2,帳務相關,拆機挽回,0.0
1267936,1,經銷商問題,台哥大-電訪約裝,0.0
865786,1,網路連線問題,無法上網,0.0
35001,1,帳務相關,拆機挽回,0.0
1158701,1,網路連線問題,Cable modem連線,0.0
1268300,2,經銷商問題,台哥大-電訪約裝,0.0
18594,1,帳務相關,拆機挽回,-1.0
707589,3,網路連線問題,無法上網,-0.3333333333333333
102478,3,網路連線問題,網路品質,-0.3333333333333333
689429,1,網路連線問題,無法上網,0.0
1270732,1,經銷商問題,遠傳電信-電訪約裝,0.0
68659,1,網路連線問題,無法上網,0.0
931384,1,帳務相關,拆機挽回,0.0
1132329,3,網路連線問題,無法上網,0.3333333333333333
146440,1,網路連線問題,無法上網,-1.0
1270355,2,經銷商問題,遠傳電信-電訪約裝,0.0
1270712,5,經銷商問題,台哥大-人員進電,-0.2
71932,3,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
1256567,1,經銷商問題,台哥大-電訪約裝,1.0
1252110,2,經銷商問題,無法上網,0.0
1270046,1,經銷商問題,遠傳電信-電訪約裝,0.0
1146787,1,網路連線問題,網路品質,0.0
1231028,1,網路連線問題,無法上網,0.0
974609,2,帳務問題,拆機挽回,-0.5
772412,1,網路連線問題,網路品質,0.0
768789,3,網路連線問題,無法上網,-0.3333333333333333
1190657,1,網路連線問題,無法上網,0.0
1139360,2,經銷商問題,台哥大-電訪約裝,0.0
1267070,1,經銷商問題,台哥大-電訪約裝,0.0
828375,5,網路連線問題,網路品質,-0.2
726532,1,網路連線問題,無法上網,-1.0
121529,1,帳務相關,拆機挽回,0.0
1222677,1,網路連線問題,網路品質,0.0
1267975,2,經銷商問題,台哥大-電訪約裝,0.0
1259316,6,經銷商問題,遠傳電信-電訪約裝,-0.16666666666666666
1139192,1,網路連線問題,無法上網,1.0
980722,1,網路連線問題,無法上網,0.0
688841,1,網路連線問題,無法上網,0.0
1139909,4,網路連線問題,服務異動,-0.25
712843,2,帳務相關,拆機挽回,-0.5
1270190,10,經銷商問題,台哥大-電訪約裝,0.0
928896,1,網路連線問題,無法上網,-2.0
1202090,3,經銷商問題,台哥大-電訪約裝,-0.6666666666666666
1059393,1,網路連線問題,無法上網,0.0
1254878,3,經銷商問題,遠傳電信-人員進電,0.0
1086661,2,網路連線問題,無法上網,0.0
1109807,1,網路連線問題,無法上網,1.0
1272432,1,經銷商問題,遠傳電信-電訪約裝,0.0
8664,1,網路連線問題,無法上網,0.0
1109837,3,網路連線問題,網路品質,0.6666666666666666
1086660,4,網路連線問題,無法上網,0.0
1266765,1,網路連線問題,無法上網,0.0
1122269,2,網路連線問題,無法上網,0.0
1208357,1,帳務相關,拆機挽回,0.0
1244527,2,經銷商問題,台哥大-電訪約裝,-0.5
898040,4,網路連線問題,Cable modem連線,-0.75
905121,1,網路連線問題,網路品質,-2.0
111866,1,網路連線問題,無法上網,-1.0
98350,2,帳務問題,繳費相關問題,0.0
1270919,1,經銷商問題,台哥大-電訪約裝,0.0
1271031,3,經銷商問題,台哥大-電訪約裝,0.3333333333333333
142867,1,網路連線問題,網路品質,0.0
1189730,1,帳務相關,拆機挽回,-1.0
770511,1,帳務問題,繳費相關問題,0.0
1269609,3,經銷商問題,台哥大-人員進電,0.3333333333333333
734468,1,網路連線問題,無法上網,0.0
112318,1,帳務相關,拆機挽回,0.0
902036,1,網路連線問題,無法上網,-1.0
822786,1,網路連線問題,無法上網,0.0
90117,1,網路連線問題,無法上網,0.0
1271851,2,經銷商問題,台哥大-電訪約裝,0.0
1271895,2,經銷商問題,遠傳電信-電訪約裝,0.0
743559,1,註冊問題,mac 己被註冊,0.0
905551,2,網路連線問題,無法上網,0.0
1269549,3,經銷商問題,台哥大-電訪約裝,0.0
1046425,2,帳務相關,拆機挽回,0.0
1217299,2,網路連線問題,無法上網,0.0
1218714,1,網路連線問題,網路品質,0.0
1162719,4,經銷商問題,台哥大-電訪約裝,0.0
1237845,3,帳務問題,用戶要求優惠,0.6666666666666666
24744,1,網路連線問題,無法上網,-1.0
793093,2,帳務問題,繳費相關問題,-1.0
953813,2,網路連線問題,無法上網,0.0
679298,1,網路連線問題,網路品質,0.0
124672,4,網路連線問題,Cable modem連線,-0.25
1270701,4,經銷商問題,遠傳電信-電訪約裝,0.0
1174162,1,網路連線問題,無法上網,0.0
1152484,2,網路連線問題,無法上網,0.0
