CUST_NO,CALL_COUNT,MAIN_CATEGORY,SUB_CATEGORY,AVG_SENTIMENT_SCORE
740268,1,帳務相關,拆機挽回,1.0
1231602,1,經銷商問題,台哥大-電訪約裝,0.0
893570,2,帳務相關,拆機挽回,0.0
1224616,2,經銷商問題,Cable modem連線,0.0
136813,1,網路連線問題,Cable modem連線,0.0
740282,1,帳務問題,繳費相關問題,0.0
76051,3,網路連線問題,無法上網,0.0
611892,5,經銷商問題,遠傳電信-人員進電,0.4
1228745,1,網路連線問題,網路品質,0.0
909927,1,網路連線問題,無法上網,0.0
1230696,3,經銷商問題,遠傳電信-電訪約裝,0.3333333333333333
520212,2,經銷商問題,台哥大-電訪約裝,0.0
832306,2,網路連線問題,無法上網,0.0
950487,1,網路連線問題,無法上網,0.0
755582,14,網路連線問題,無法上網,-0.07142857142857142
290891,1,帳務相關,拆機挽回,0.0
1200914,1,網路連線問題,無法上網,0.0
1229565,3,經銷商問題,遠傳電信-電訪約裝,0.0
335174,10,網路連線問題,無法上網,-0.3
1139176,2,網路連線問題,無法上網,-0.5
906741,2,網路連線問題,無法上網,0.0
1231707,5,經銷商問題,台哥大-電訪約裝,0.2
731173,1,網路連線問題,無法上網,-1.0
1228265,2,網路連線問題,無法上網,0.5
1231715,3,經銷商問題,台哥大-電訪約裝,0.0
859834,5,網路連線問題,無法上網,-0.6
41199,1,網路連線問題,無法上網,-1.0
1180565,1,帳務相關,拆機挽回,0.0
1220695,3,網路連線問題,無法上網,-1.3333333333333333
102783,2,網路連線問題,無法上網,-0.5
1230779,4,經銷商問題,台哥大-電訪約裝,0.0
873095,1,網路連線問題,連線其他相關問題,0.0
1138371,4,網路連線問題,無法上網,-1.0
1186059,1,網路連線問題,無法上網,0.0
894773,1,網路連線問題,無法上網,0.0
951836,3,網路連線問題,無法上網,0.0
1061539,3,網路連線問題,無法上網,0.0
1069941,1,網路連線問題,Cable modem連線,0.0
155349,2,網路連線問題,無法上網,-0.5
720888,2,網路連線問題,Cable modem連線,-0.5
690905,1,網路連線問題,連線其他相關問題,0.0
1131785,1,網路連線問題,無法上網,-1.0
762094,1,網路連線問題,網路品質,-1.0
1230532,2,網路連線問題,無法上網,0.0
1232062,2,經銷商問題,台哥大-電訪約裝,0.5
1220207,1,網路連線問題,無法上網,0.0
208960,3,網路連線問題,無法上網,-0.6666666666666666
1231073,3,經銷商問題,台哥大-電訪約裝,0.0
1135989,1,網路連線問題,Cable modem連線,0.0
357999,1,網路連線問題,無法上網,-1.0
647340,4,網路連線問題,無法上網,0.0
1190956,2,經銷商問題,台哥大-電訪約裝,-0.5
1084728,3,網路連線問題,無法上網,0.3333333333333333
795927,7,網路連線問題,無法上網,0.14285714285714285
937660,2,網路連線問題,網路品質,0.0
1232422,1,經銷商問題,遠傳電信-電訪約裝,0.0
1120705,2,帳務相關,Cable modem連線,-0.5
1232396,4,經銷商問題,遠傳電信-電訪約裝,0.0
1181089,3,網路連線問題,無法上網,-0.6666666666666666
1219812,2,經銷商問題,遠傳電信-電訪約裝,0.0
837449,1,網路連線問題,無法上網,0.0
1209810,2,網路連線問題,無法上網,0.0
1219789,5,網路連線問題,Cable modem連線,-0.4
727211,2,經銷商問題,台哥大-人員進電,0.5
736167,2,網路連線問題,無法上網,0.0
1231466,3,經銷商問題,遠傳電信-電訪約裝,0.0
684271,2,網路連線問題,Cable modem連線,0.5
1231065,2,經銷商問題,台哥大-電訪約裝,0.5
1231075,1,經銷商問題,遠傳電信-電訪約裝,0.0
1230942,4,經銷商問題,台哥大-電訪約裝,0.0
1073980,1,經銷商問題,台哥大-人員進電,0.0
1144940,3,網路連線問題,無法上網,0.0
1231608,6,網路連線問題,無法上網,0.0
791523,1,網路連線問題,無法上網,0.0
596930,1,網路連線問題,無法上網,-1.0
738030,2,網路連線問題,無法上網,0.0
688831,6,網路連線問題,無法上網,-0.16666666666666666
803732,1,網路連線問題,無法上網,0.0
1231869,2,經銷商問題,遠傳電信-電訪約裝,0.0
848186,1,網路連線問題,無法上網,0.0
1155802,2,帳務相關,拆機挽回,0.0
843201,3,網路連線問題,無法上網,0.0
837727,2,網路連線問題,無法上網,-0.5
1061190,1,帳務相關,拆機挽回,0.0
1080939,3,帳務問題,繳費相關問題,-0.3333333333333333
1125807,1,網路連線問題,無法上網,0.0
1231587,5,經銷商問題,台哥大-電訪約裝,0.0
1030036,6,經銷商問題,台哥大-電訪約裝,0.0
1217117,1,網路連線問題,無法上網,1.0
1129446,1,網路連線問題,無法上網,0.0
65524,1,帳務問題,繳費相關問題,0.0
1166779,1,網路連線問題,網路品質,0.0
101502,4,帳務問題,拆機挽回,0.0
1064668,3,帳務問題,頻寬方案費率,0.0
416537,7,網路連線問題,台哥大-電訪約裝,-0.14285714285714285
1057750,3,網路連線問題,無法上網,0.0
1168937,3,網路連線問題,Cable modem連線,-0.3333333333333333
1231523,2,經銷商問題,台哥大-電訪約裝,0.5
1231599,6,經銷商問題,遠傳電信-電訪約裝,0.0
132192,2,網路連線問題,Cable modem連線,0.0
260403,3,網路連線問題,網路品質,-0.6666666666666666
832367,2,網路連線問題,無法上網,0.0
798877,1,帳務相關,拆機挽回,0.0
1232674,2,經銷商問題,無法上網,0.0
1232694,3,經銷商問題,台哥大-電訪約裝,0.3333333333333333
1232688,2,經銷商問題,遠傳電信-電訪約裝,0.0
1110809,1,帳務問題,繳費相關問題,0.0
883193,1,網路連線問題,網路品質,0.0
536657,2,帳務問題,服務異動,0.0
1194702,5,經銷商問題,台哥大-人員進電,-1.0
1015868,2,網路連線問題,無法上網,0.0
1224036,4,經銷商問題,台哥大-電訪約裝,0.0
1167397,2,網路連線問題,無法上網,-0.5
788096,1,網路連線問題,無法上網,0.0
1125742,1,網路連線問題,連線其他相關問題,0.0
930422,1,網路連線問題,網路品質,0.0
41820,1,網路連線問題,無法上網,0.0
1230237,5,網路連線問題,網路品質,-0.2
1025731,2,帳務相關,Cable modem連線,0.0
1231090,8,經銷商問題,台哥大-電訪約裝,0.0
1187811,1,網路連線問題,連線其他相關問題,0.0
1223638,10,經銷商問題,遠傳電信-電訪約裝,0.1
1231617,1,經銷商問題,台哥大-電訪約裝,0.0
604699,4,網路連線問題,Cable modem連線,-0.5
1140771,3,網路連線問題,無法上網,-0.3333333333333333
1230999,5,經銷商問題,台哥大-電訪約裝,0.0
1166478,1,網路連線問題,無法上網,0.0
1213851,1,網路連線問題,網路品質,0.0
1182700,3,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
1204542,1,網路連線問題,連線其他相關問題,0.0
1231706,10,網路連線問題,無法上網,-0.9
1231723,1,經銷商問題,台哥大-電訪約裝,0.0
1207039,1,帳務問題,帳單金額/帳單週期問題,0.0
850105,2,網路連線問題,無法上網,-1.0
1231555,1,經銷商問題,台哥大-電訪約裝,0.0
1222317,3,網路連線問題,無法上網,-0.6666666666666666
386324,1,網路連線問題,無法上網,0.0
1177924,4,網路連線問題,無法上網,0.0
1232276,1,網路連線問題,Cable modem連線,0.0
1186061,5,網路連線問題,無法上網,0.0
740505,2,網路連線問題,Cable modem連線,-0.5
1225287,2,經銷商問題,台哥大-電訪約裝,0.5
758451,2,帳務相關,Cable modem連線,-0.5
288107,4,帳務問題,用戶要求優惠,0.0
1155044,2,網路連線問題,網路品質,0.0
788610,2,網路連線問題,無法上網,-0.5
1159969,1,非連線問題,固定Ip問題,0.0
1124624,6,網路連線問題,無法上網,-0.3333333333333333
1224879,1,註冊問題,mac 己被註冊,0.0
541158,1,網路連線問題,網路品質,-1.0
700171,2,網路連線問題,網路品質,-1.0
957293,2,網路連線問題,網路品質,-0.5
967297,2,網路連線問題,無法上網,-0.5
1228103,8,經銷商問題,台哥大-電訪約裝,0.0
3685,2,帳務問題,用戶要求優惠,0.0
829827,1,網路連線問題,無法上網,-1.0
890433,1,網路連線問題,網路品質,0.0
1056730,3,網路連線問題,Cable modem連線,-0.3333333333333333
621234,3,網路連線問題,無法上網,-0.3333333333333333
958349,3,網路連線問題,無法上網,0.0
1229458,2,網路連線問題,無法上網,-0.5
1231120,3,網路連線問題,Cable modem連線,0.0
274380,2,經銷商問題,台哥大-電訪約裝,0.5
713198,2,網路連線問題,無法上網,-0.5
8856,2,網路連線問題,無法上網,0.0
1232025,7,經銷商問題,台哥大-電訪約裝,0.14285714285714285
990226,1,帳務問題,繳費相關問題,0.0
894359,2,網路連線問題,無法上網,0.0
1231432,1,經銷商問題,台哥大-電訪約裝,0.0
1231732,2,經銷商問題,遠傳電信-電訪約裝,0.0
1231379,5,經銷商問題,台哥大-電訪約裝,0.0
746333,1,帳務相關,拆機挽回,0.0
1147836,1,網路連線問題,無法上網,-1.0
401015,3,帳務問題,頻寬方案費率,0.3333333333333333
749373,3,網路連線問題,網路品質,0.0
963310,3,帳務相關,拆機挽回,0.0
918245,1,網路連線問題,網路品質,-2.0
771373,2,網路連線問題,Cable modem連線,-0.5
1232453,4,經銷商問題,遠傳電信-電訪約裝,0.0
1086881,1,網路連線問題,網路品質,0.0
702260,2,帳務相關,拆機挽回,0.0
864618,1,帳務問題,繳費相關問題,0.0
891179,2,網路連線問題,無法上網,-0.5
781885,3,帳務相關,拆機挽回,-1.3333333333333333
78531,5,經銷商問題,遠傳電信-電訪約裝,-0.2
683707,1,網路連線問題,無法上網,-1.0
931462,4,網路連線問題,無法上網,0.0
1155760,2,經銷商問題,Cable modem連線,-0.5
1202526,2,帳務問題,無法上網,0.5
1105093,1,帳務相關,拆機挽回,0.0
1230381,3,經銷商問題,台哥大-電訪約裝,0.0
1232056,2,經銷商問題,台哥大-電訪約裝,0.5
1231716,4,經銷商問題,無法上網,-0.25
1114019,1,網路連線問題,網路品質,0.0
1230276,7,經銷商問題,台哥大-電訪約裝,0.0
1156983,2,經銷商問題,台哥大-電訪約裝,0.0
600237,6,網路連線問題,無法上網,-0.16666666666666666
709057,2,網路連線問題,無法上網,0.0
1025947,1,網路連線問題,無法上網,0.0
1232149,2,經銷商問題,台哥大-電訪約裝,0.0
769103,4,網路連線問題,無法上網,0.0
1197792,1,網路連線問題,無法上網,0.0
1058684,1,網路連線問題,無法上網,0.0
342132,7,經銷商問題,遠傳電信-電訪約裝,0.0
1218561,1,網路連線問題,無法上網,0.0
856691,2,網路連線問題,無法上網,-0.5
1230146,4,網路連線問題,網路品質,-0.25
1219174,3,經銷商問題,遠傳電信-電訪約裝,0.3333333333333333
1069979,2,網路連線問題,Cable modem連線,0.0
500309,2,網路連線問題,無法上網,0.0
889941,1,帳務相關,拆機挽回,0.0
753172,2,網路連線問題,Cable modem連線,-1.0
434347,2,網路連線問題,網路品質,-0.5
1155276,1,帳務問題,用戶要求優惠,0.0
752538,2,網路連線問題,無法上網,0.0
1219998,1,網路連線問題,無法上網,0.0
1069479,1,帳務相關,拆機挽回,0.0
1017266,2,網路連線問題,無法上網,-0.5
1231824,1,網路連線問題,無法上網,0.0
590888,1,網路連線問題,無法上網,0.0
1153372,3,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
915518,1,網路連線問題,Cable modem連線,-1.0
1003959,1,網路連線問題,無法上網,-1.0
1195975,2,網路連線問題,無法上網,1.5
1215668,1,網路連線問題,無法上網,-1.0
955493,1,網路連線問題,無法上網,-1.0
549476,1,網路連線問題,無法上網,0.0
892794,1,網路連線問題,連線其他相關問題,0.0
1123637,4,網路連線問題,無法上網,0.0
800024,1,網路連線問題,網路品質,-1.0
901388,4,網路連線問題,Cable modem連線,-0.5
307614,2,網路連線問題,無法上網,0.0
1229903,2,非連線問題,補收證件,0.0
1163061,1,非連線問題,補收證件,0.0
617963,1,非連線問題,補收證件,0.0
193913,2,網路連線問題,Cable modem連線,0.0
1129168,2,帳務問題,服務異動,0.0
1184992,1,帳務相關,拆機挽回,-1.0
1114480,3,網路連線問題,無法上網,-0.6666666666666666
781772,1,網路連線問題,無法上網,0.0
1158371,2,網路連線問題,無法上網,0.0
714557,1,帳務問題,繳費相關問題,0.0
1229802,2,經銷商問題,無法上網,0.0
1153794,1,網路連線問題,Cable modem連線,-1.0
778060,5,網路連線問題,無法上網,0.4
1229507,2,經銷商問題,台哥大-電訪約裝,0.5
1230284,2,經銷商問題,台哥大-電訪約裝,0.5
793002,3,網路連線問題,Cable modem連線,-0.3333333333333333
1193702,1,網路連線問題,無法上網,-2.0
1227741,1,註冊問題,無法註冊成功,0.0
1090599,2,帳務問題,服務異動,0.0
1231271,1,經銷商問題,遠傳電信-電訪約裝,0.0
760318,1,網路連線問題,無法上網,0.0
1231100,2,經銷商問題,遠傳電信-電訪約裝,1.0
947774,6,網路連線問題,無法上網,-0.16666666666666666
1232204,1,經銷商問題,台哥大-電訪約裝,0.0
1113526,1,網路連線問題,無法上網,0.0
1141056,1,網路連線問題,Cable modem連線,0.0
1208014,1,網路連線問題,無法上網,0.0
1188164,1,網路連線問題,無法上網,0.0
660325,1,網路連線問題,無法上網,-1.0
1197827,2,網路連線問題,無法上網,0.0
726590,4,網路連線問題,無法上網,-0.75
1121836,3,帳務問題,用戶要求優惠,0.0
395564,3,網路連線問題,固定Ip問題,0.0
727457,1,帳務相關,拆機挽回,0.0
803555,1,帳務相關,拆機挽回,0.0
1232513,2,經銷商問題,遠傳電信-電訪約裝,0.0
1219973,2,網路連線問題,Cable modem連線,-1.0
732051,5,帳務問題,無法上網,-0.2
1093209,6,網路連線問題,無法上網,-0.3333333333333333
1051433,3,帳務問題,用戶要求優惠,0.0
1232577,2,經銷商問題,台哥大-電訪約裝,0.0
827610,1,帳務相關,拆機挽回,0.0
603113,1,帳務問題,退回中獎發票通知,0.0
1073694,1,網路連線問題,網路品質,0.0
1230106,3,經銷商問題,遠傳電信-電訪約裝,-0.3333333333333333
1137715,2,網路連線問題,無法上網,0.0
1202661,2,網路連線問題,無法上網,0.0
769833,2,帳務相關,拆機挽回,0.0
1156067,4,經銷商問題,台哥大-電訪約裝,0.0
1230804,3,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
1165292,1,網路連線問題,網路品質,1.0
280470,1,網路連線問題,無法上網,-1.0
1184998,1,網路連線問題,Cable modem連線,0.0
1143061,4,網路連線問題,Cable modem連線,-0.5
878056,3,網路連線問題,Cable modem連線,-0.3333333333333333
1206681,2,帳務相關,拆機挽回,-0.5
1065219,6,網路連線問題,網路品質,0.0
453153,2,網路連線問題,無法上網,0.0
889061,1,網路連線問題,無法上網,0.0
764476,1,網路連線問題,無法上網,0.0
1215105,1,網路連線問題,無法上網,0.0
1229559,1,帳務問題,繳費相關問題,-1.0
795332,3,網路連線問題,Cable modem連線,-0.3333333333333333
1139673,1,帳務問題,服務異動,0.0
37917,1,帳務相關,拆機挽回,0.0
1139646,4,網路連線問題,Cable modem連線,-0.5
1220178,1,網路連線問題,無法上網,0.0
993166,2,網路連線問題,Cable modem連線,-0.5
1153252,1,帳務相關,拆機挽回,0.0
360181,2,新產品,高頻寬,0.0
884266,1,網路連線問題,無法上網,0.0
749403,6,帳務問題,用戶要求優惠,-0.6666666666666666
1154361,1,帳務相關,拆機挽回,-1.0
1231875,4,經銷商問題,台哥大-電訪約裝,0.0
1135992,4,網路連線問題,無法上網,0.0
1216155,1,網路連線問題,無法上網,0.0
839816,2,網路連線問題,Cable modem連線,-0.5
1232437,2,經銷商問題,台哥大-電訪約裝,0.0
848153,1,網路連線問題,無法上網,0.0
788854,1,網路連線問題,無法上網,0.0
1186163,1,網路連線問題,無法上網,1.0
1143454,4,網路連線問題,無法上網,-0.25
862100,2,網路連線問題,無法上網,0.0
752950,5,網路連線問題,無法上網,-0.4
791954,4,網路連線問題,網路品質,-0.5
198626,1,帳務相關,拆機挽回,0.0
341784,1,網路連線問題,網路品質,0.0
1230641,2,網路連線問題,無法上網,-0.5
1025422,5,網路連線問題,固定Ip問題,0.6
978775,2,網路連線問題,網路品質,0.0
989179,9,網路連線問題,網路品質,-0.4444444444444444
1232150,6,經銷商問題,台哥大-電訪約裝,-0.3333333333333333
1153901,1,網路連線問題,無法上網,-1.0
948861,1,非連線問題,固定Ip問題,0.0
1152921,10,經銷商問題,台哥大-電訪約裝,0.5
1184006,1,網路連線問題,網路品質,0.0
1208033,1,網路連線問題,Cable modem連線,-1.0
1184433,2,帳務問題,無法上網,0.0
1056677,3,網路連線問題,無法上網,0.0
1189839,2,經銷商問題,台哥大-電訪約裝,-1.0
873831,1,網路連線問題,網路品質,-1.0
1162501,3,網路連線問題,台哥大-電訪約裝,0.0
115064,3,帳務相關,拆機挽回,-0.3333333333333333
1231613,1,經銷商問題,遠傳電信-電訪約裝,0.0
1231297,6,經銷商問題,台哥大-電訪約裝,-0.5
1153344,4,網路連線問題,連線其他相關問題,-0.25
774158,3,網路連線問題,Cable modem連線,0.3333333333333333
847654,1,網路連線問題,無法上網,0.0
56676,1,網路連線問題,網路品質,0.0
867259,3,網路連線問題,無法上網,0.3333333333333333
613357,4,經銷商問題,遠傳電信-電訪約裝,0.0
1231853,5,經銷商問題,遠傳電信-電訪約裝,0.0
1230938,5,經銷商問題,遠傳電信-電訪約裝,0.0
990029,2,網路連線問題,無法上網,-0.5
317964,2,網路連線問題,無法上網,0.5
489404,4,網路連線問題,無法上網,-0.5
1143054,3,經銷商問題,台哥大-人員進電,-0.3333333333333333
685895,3,帳務相關,拆機挽回,0.0
1231722,1,經銷商問題,台哥大-電訪約裝,0.0
362025,2,網路連線問題,Cable modem連線,-1.0
1224549,2,網路連線問題,無法上網,-0.5
925134,1,帳務問題,用戶退租,0.0
1132504,2,帳務相關,拆機挽回,-0.5
1228891,1,經銷商問題,遠傳電信-電訪約裝,1.0
1230278,3,經銷商問題,遠傳電信-電訪約裝,0.0
146511,3,帳務問題,拆機挽回,0.0
964704,1,網路連線問題,Cable modem連線,0.0
1228253,5,帳務問題,服務異動,0.4
348586,1,網路連線問題,無法上網,-1.0
1080499,1,網路連線問題,無法上網,0.0
1223369,3,網路連線問題,無法上網,0.0
988864,2,網路連線問題,無法上網,-0.5
830080,3,網路連線問題,無法上網,0.3333333333333333
1143988,2,網路連線問題,Cable modem連線,-0.5
724013,3,網路連線問題,無法上網,0.0
943046,2,網路連線問題,無法上網,0.5
933885,2,帳務問題,網路品質,5.0
1204735,2,經銷商問題,台哥大-電訪約裝,0.0
949146,3,網路連線問題,無法上網,0.0
721222,6,新產品,高頻寬,-0.3333333333333333
1232559,1,經銷商問題,遠傳電信-電訪約裝,0.0
989587,1,網路連線問題,無法上網,0.0
1204167,4,網路連線問題,無法上網,0.25
162570,2,帳務問題,拆機挽回,0.0
1101592,2,網路連線問題,無法上網,0.0
1230713,2,經銷商問題,台哥大-電訪約裝,0.5
1167507,5,網路連線問題,無法上網,-0.6
1202685,1,帳務問題,繳費相關問題,0.0
1134905,1,網路連線問題,網路品質,0.0
851787,1,帳務相關,拆機挽回,0.0
851788,1,帳務相關,拆機挽回,0.0
851789,1,帳務相關,拆機挽回,0.0
1142510,3,網路連線問題,無法上網,0.0
1170238,5,網路連線問題,無法上網,-0.4
1229474,2,經銷商問題,台哥大-人員進電,0.0
1172069,1,網路連線問題,無法上網,0.0
206954,1,網路連線問題,無法上網,-1.0
1018853,2,網路連線問題,固定Ip問題,0.0
683473,1,網路連線問題,無法上網,0.0
1175538,4,網路連線問題,無法上網,0.25
800596,1,網路連線問題,無法上網,-1.0
1232410,2,經銷商問題,遠傳電信-電訪約裝,0.0
932051,6,網路連線問題,網路品質,-0.3333333333333333
711934,4,帳務問題,帳單金額/帳單週期問題,-0.25
155981,1,網路連線問題,無法上網,0.0
1154561,1,帳務問題,帳單/收據寄送問題,0.0
659414,4,經銷商問題,遠傳電信-人員進電,-0.25
1183215,1,網路連線問題,無法上網,0.0
1225133,2,網路連線問題,無法上網,-1.5
1152097,1,網路連線問題,無法上網,0.0
740824,2,網路連線問題,無法上網,-0.5
1164502,2,網路連線問題,無法上網,0.5
1097720,3,網路連線問題,無法上網,-0.3333333333333333
1231898,3,非連線問題,固定Ip問題,0.0
151888,1,帳務相關,拆機挽回,0.0
1202072,1,網路連線問題,Cable modem連線,-1.0
1100313,1,非連線問題,固定Ip問題,0.0
1232571,1,經銷商問題,台哥大-電訪約裝,0.0
1205638,1,網路連線問題,無法上網,0.0
758605,2,帳務問題,用戶退租,0.5
595586,4,網路連線問題,Cable modem連線,-0.5
1139567,2,網路連線問題,無法上網,-1.0
1114155,1,網路連線問題,無法上網,0.0
976905,2,網路連線問題,Cable modem連線,0.0
1058807,3,非連線問題,升級換CM,0.0
1130311,1,帳務相關,拆機挽回,0.0
1213829,2,網路連線問題,無法上網,1.0
254442,1,帳務相關,拆機挽回,0.0
1230826,8,網路連線問題,網路品質,-0.375
922676,8,網路連線問題,無法上網,-0.125
135813,1,帳務相關,拆機挽回,1.0
831065,1,網路連線問題,無法上網,0.0
1134451,1,網路連線問題,無法上網,1.0
1229961,2,網路連線問題,無法上網,0.0
450914,2,網路連線問題,無法上網,0.0
1148405,2,經銷商問題,台哥大-電訪約裝,0.0
1232682,3,經銷商問題,台哥大-電訪約裝,0.0
724576,2,帳務相關,拆機挽回,0.0
620926,7,網路連線問題,網路品質,0.42857142857142855
802231,1,網路連線問題,無法上網,-1.0
688368,4,網路連線問題,無法上網,-0.25
715005,1,網路連線問題,無法上網,-1.0
1229465,1,網路連線問題,無法上網,-1.0
484012,1,帳務相關,拆機挽回,0.0
1092472,2,經銷商問題,台哥大-電訪約裝,0.5
963980,1,網路連線問題,網路品質,0.0
851299,1,網路連線問題,無法上網,-1.0
1230695,3,經銷商問題,台哥大-電訪約裝,0.0
705933,4,帳務問題,頻寬方案費率,0.0
10142,3,網路連線問題,無法上網,-0.6666666666666666
607979,1,網路連線問題,無法上網,0.0
652486,4,網路連線問題,無法上網,-0.5
912629,1,網路連線問題,無法上網,1.0
1230600,2,經銷商問題,台哥大-電訪約裝,0.5
1156693,5,帳務相關,拆機挽回,0.2
1129051,1,網路連線問題,無法上網,0.0
1171952,1,網路連線問題,無法上網,0.0
61951,1,網路連線問題,無法上網,0.0
1146961,5,網路連線問題,無法上網,-0.2
1230111,3,經銷商問題,台哥大-電訪約裝,0.0
1230128,3,經銷商問題,遠傳電信-電訪約裝,0.0
845879,8,網路連線問題,無法上網,0.375
1147825,2,網路連線問題,無法上網,1.0
1203462,2,網路連線問題,無法上網,0.0
1231368,4,經銷商問題,台哥大-電訪約裝,0.0
431359,1,網路連線問題,無法上網,-1.0
1187219,1,網路連線問題,無法上網,-1.0
905953,2,網路連線問題,無法上網,-0.5
1162513,2,網路連線問題,無法上網,0.0
630458,4,網路連線問題,網路品質,0.0
1232325,1,經銷商問題,台哥大-電訪約裝,0.0
1229876,2,網路連線問題,無法上網,0.0
1232498,2,經銷商問題,台哥大-電訪約裝,0.0
1232497,2,經銷商問題,台哥大-電訪約裝,0.0
821753,1,網路連線問題,無法上網,-1.0
1103890,1,網路連線問題,Cable modem連線,0.0
931686,4,網路連線問題,無法上網,0.0
1232483,1,經銷商問題,台哥大-電訪約裝,0.0
1036599,2,網路連線問題,無法上網,0.0
114033,1,網路連線問題,無法上網,0.0
1230400,4,經銷商問題,遠傳電信-電訪約裝,-0.25
1232637,4,經銷商問題,Cable modem連線,-0.5
1232423,9,經銷商問題,台哥大-電訪約裝,0.0
1219596,3,經銷商問題,台哥大-電訪約裝,0.0
1208762,1,經銷商問題,台哥大-電訪約裝,0.0
1198802,1,網路連線問題,無法上網,0.0
1232346,3,經銷商問題,台哥大-電訪約裝,0.0
1224175,1,經銷商問題,台哥大-電訪約裝,0.0
1111141,1,網路連線問題,連線其他相關問題,1.0
746423,5,網路連線問題,無法上網,-0.2
995609,1,帳務相關,拆機挽回,0.0
1232680,1,經銷商問題,台哥大-電訪約裝,0.0
1187711,1,帳務相關,拆機挽回,0.0
121613,1,帳務問題,服務異動,0.0
1221240,2,網路連線問題,無法上網,0.0
1029480,2,帳務問題,Cable modem連線,0.5
684660,2,帳務相關,拆機挽回,-0.5
1144699,1,帳務相關,拆機挽回,0.0
1230089,2,經銷商問題,台哥大-電訪約裝,0.0
1229185,2,帳務問題,帳單/收據寄送問題,0.0
6651,4,網路連線問題,無法上網,-0.75
892045,3,網路連線問題,網路品質,0.0
704355,1,經銷商問題,遠傳電信-人員進電,0.0
1221380,3,網路連線問題,網路品質,0.3333333333333333
885532,4,網路連線問題,無法上網,-0.5
1229863,2,經銷商問題,台哥大-電訪約裝,0.5
462638,1,帳務相關,拆機挽回,-1.0
1122146,2,網路連線問題,無法上網,0.5
1228995,4,經銷商問題,台哥大-電訪約裝,0.0
1156821,1,帳務相關,拆機挽回,0.0
1223775,2,帳務問題,Cable modem連線,-0.5
187699,2,帳務相關,拆機挽回,-1.0
1170944,2,經銷商問題,台哥大-電訪約裝,0.0
1227066,1,經銷商問題,遠傳電信-電訪約裝,0.0
820480,1,網路連線問題,無法上網,0.0
1230546,2,經銷商問題,台哥大-電訪約裝,0.5
1174520,2,網路連線問題,無法上網,0.5
1230554,3,經銷商問題,台哥大-電訪約裝,0.0
1226975,1,經銷商問題,台哥大-電訪約裝,1.0
859413,3,非連線問題,升級換CM,0.0
1228465,2,經銷商問題,台哥大-電訪約裝,0.5
986869,1,網路連線問題,無法上網,0.0
1192505,2,網路連線問題,無法上網,0.0
717283,1,網路連線問題,網路品質,-1.0
1141994,1,網路連線問題,無法上網,0.0
1168761,3,網路連線問題,無法上網,0.0
1230570,2,經銷商問題,遠傳電信-電訪約裝,-0.5
1069491,2,帳務相關,台哥大-電訪約裝,0.5
1212178,1,網路連線問題,無法上網,1.0
1182025,3,網路連線問題,Cable modem連線,0.3333333333333333
1149753,1,網路連線問題,無法上網,0.0
725282,3,網路連線問題,網路品質,0.0
926115,1,網路連線問題,無法上網,-1.0
1234410,2,經銷商問題,遠傳電信-電訪約裝,0.5
1157419,2,帳務問題,Cable modem連線,0.0
256174,1,帳務相關,拆機挽回,0.0
529866,1,網路連線問題,無法上網,1.0
1223824,4,網路連線問題,無法上網,-0.5
896056,1,經銷商問題,遠傳電信-電訪約裝,0.0
1214465,1,網路連線問題,無法上網,0.0
1025001,2,帳務相關,拆機挽回,-0.5
1156762,3,網路連線問題,無法上網,-0.3333333333333333
1119646,1,帳務相關,拆機挽回,0.0
1053621,2,帳務相關,拆機挽回,-0.5
1229595,6,經銷商問題,台哥大-電訪約裝,0.0
1229999,3,經銷商問題,台哥大-電訪約裝,0.0
121351,1,帳務問題,繳費相關問題,0.0
1157897,2,經銷商問題,台哥大-電訪約裝,0.0
1229285,3,經銷商問題,台哥大-電訪約裝,0.0
855184,3,網路連線問題,無法上網,-0.6666666666666666
1070664,3,網路連線問題,Cable modem連線,-0.3333333333333333
1126157,1,網路連線問題,無法上網,1.0
525417,1,網路連線問題,無法上網,0.0
1215915,1,網路連線問題,無法上網,0.0
1159755,3,網路連線問題,無法上網,0.0
707126,1,網路連線問題,無法上網,-1.0
1216121,2,網路連線問題,無法上網,-0.5
706194,2,網路連線問題,無法上網,0.5
1229569,1,經銷商問題,遠傳電信-電訪約裝,-1.0
1156070,2,網路連線問題,無法上網,0.0
865835,3,網路連線問題,無法上網,-0.3333333333333333
489366,1,非連線問題,用戶移機,0.0
1222341,1,經銷商問題,台哥大-電訪約裝,0.0
1206872,2,網路連線問題,Cable modem連線,0.0
1229668,3,經銷商問題,遠傳電信-電訪約裝,0.0
1063517,3,網路連線問題,無法上網,0.0
900069,1,帳務相關,拆機挽回,0.0
1227041,3,經銷商問題,遠傳電信-電訪約裝,0.0
848258,1,網路連線問題,無法上網,0.0
1227894,3,經銷商問題,台哥大-電訪約裝,0.0
1160912,1,網路連線問題,無法上網,-1.0
1184762,1,帳務相關,拆機挽回,0.0
1229395,1,經銷商問題,台哥大-人員進電,0.0
331740,7,網路連線問題,拆機挽回,-0.42857142857142855
