客編,平均繳款延遲日數,paytype_1,paytype_3,paytype_6,paytype_12,paytype_15,paytype_99,paymethod_APP臨櫃代收(7-11),paymethod_CVS臨櫃代收(7-11),paymethod_信用卡扣款,paymethod_其他繳款方式,paymethod_廠商代收,paymethod_當月繳帳單,paymethod_簡訊帳單臨櫃代收(7-11),paymethod_金融機構轉帳
878621,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878622,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878623,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878624,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878625,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878626,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878627,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878628,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878629,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878630,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878631,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878632,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878633,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878634,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878635,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878636,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878637,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878638,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878639,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
939796,-26.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
945103,-26.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
946825,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
950713,-20.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
951766,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
951895,-5.777777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0
951965,-5.166666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
953377,-1.5925925925925926,1,0,0,0,0,0,0,0,0,0,0,0,1,0
954387,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1139448,-0.16666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1139483,6.428571428571429,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1181729,-22.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
645208,-23.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
645722,-14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
646375,3.066666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
646726,4.285714285714286,0,0,0,0,0,1,0,0,0,0,0,1,0,0
649377,-38.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
649468,-15.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
651081,-21.555555555555557,1,0,0,0,0,0,0,1,0,0,0,0,0,0
656666,4.666666666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,0
659264,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
900503,-20.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0
900730,-19.11111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0
900811,19.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0
904869,-22.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
909877,13.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
912631,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1079231,-17.666666666666668,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1079845,-5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1081059,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081060,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081061,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081062,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081063,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081064,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081065,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081066,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081120,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081143,-5.777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1081149,-5.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1082165,-26.88888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1014819,1.1666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1022199,-38.375,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1028297,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1185646,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1185649,-10.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
697506,-11.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
697733,-13.444444444444445,1,0,0,0,0,0,0,1,0,0,0,0,0,0
697857,-3.888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
699472,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
699746,-14.666666666666666,0,0,1,0,0,0,0,1,0,0,0,0,0,0
700546,13.42,0,0,1,0,0,0,0,1,0,0,0,0,0,0
701354,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
701383,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
703482,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
703943,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
705439,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
706619,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
707310,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
708152,-32.111111111111114,1,0,0,0,0,0,0,1,0,0,0,0,0,0
708311,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
708863,-33.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
710027,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
710028,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
711372,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
711816,-4.833333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0
712674,-7.666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
712878,-13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1002725,13.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1002726,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1011484,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1011885,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1012344,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1012696,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1056881,-14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1056983,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1058205,-3.6666666666666665,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1063572,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1065590,-10.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1065843,-25.444444444444443,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1065882,-25.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1066489,-22.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1147997,-42.125,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1148707,-18.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1167799,-28.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1167895,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1183109,-20.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1183577,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1183648,-5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1184242,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
591614,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
247683,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
247684,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248437,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248439,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248820,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248821,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248822,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
248976,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249124,31.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
249869,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249881,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249882,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249883,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249938,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249939,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249940,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
249941,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250059,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250114,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250115,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250118,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250120,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250122,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250123,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250128,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250131,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250185,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250186,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250187,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250193,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250194,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250199,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250200,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250516,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250517,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
250521,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
251132,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
251294,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
908205,13.42,0,0,0,0,1,0,0,0,0,0,0,0,1,0
908423,-35.888888888888886,1,0,0,0,0,0,0,0,0,0,0,0,1,0
908661,-20.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
911710,-45.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
917635,-14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
918980,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
922674,-14.777777777777779,1,0,0,0,0,0,0,0,0,0,0,0,1,0
923013,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
924082,13.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924083,13.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924085,13.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924086,13.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0
924430,-20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
933629,-24.88888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
937222,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
941150,13.42,0,0,0,0,1,0,0,1,0,0,0,0,0,0
942955,13.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0
942956,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942957,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942958,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942959,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942960,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942962,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
942963,13.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1149854,-24.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1150369,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1153770,13.42,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1169337,-36.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1170356,-12.88888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1182173,-50.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
699005,13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1031256,-28.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
575168,-23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
709466,-9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
689508,-13.266666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0
689612,-13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
695377,-14.777777777777779,1,0,0,0,0,0,0,1,0,0,0,0,0,0
695757,-11.555555555555555,1,0,0,0,0,0,0,1,0,0,0,0,0,0
696360,0.6111111111111112,1,0,0,0,0,0,0,1,0,0,0,0,0,0
696521,-15.666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0
697394,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
697432,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
699382,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
699387,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
700464,-14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
700987,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
701658,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
701938,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
702003,13.42,0,0,0,1,0,0,0,0,0,0,0,0,1,0
702190,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
702372,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
703583,-10.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0
703674,-16.11111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0
704169,-24.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
704295,1.2777777777777777,1,0,0,0,0,0,0,1,0,0,0,0,0,0
704439,4.333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0
705239,13.42,0,0,0,1,0,0,0,0,1,0,0,0,0,0
705462,-18.90909090909091,1,0,0,0,0,0,0,1,0,0,0,0,0,0
439012,-20.666666666666668,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1149948,-21.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1151016,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1174289,-31.22222222222222,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1176246,13.42,0,0,0,0,1,0,0,1,0,0,0,0,0,0
676728,-4.555555555555555,1,0,0,0,0,0,0,0,0,0,0,0,1,0
679694,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
681052,-35.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
681663,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
681732,13.42,0,0,0,1,0,0,0,0,0,0,0,0,0,1
682627,-17.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
696961,-2.888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
706959,-11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
714536,-20.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
720673,-22.285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,1,0
720943,-7.25,0,0,1,0,0,0,0,1,0,0,0,0,0,0
721513,-24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
721560,-39.111111111111114,1,0,0,0,0,0,0,1,0,0,0,0,0,0
721841,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
723612,-13.916666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0
723620,-14.777777777777779,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1182680,-4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1183265,-39.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
729846,-13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
730322,-21.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
731026,-21.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0
732384,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
732611,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
732807,-11.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
733095,-3.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0
734196,-0.5555555555555556,1,0,0,0,0,0,0,1,0,0,0,0,0,0
734959,-9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
735443,-10.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0
736426,-42.77777777777778,1,0,0,0,0,0,0,0,0,0,0,0,1,0
736919,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
737213,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
737925,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
737988,35.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
738123,-12.375,1,0,0,0,0,0,0,1,0,0,0,0,0,0
738221,-11.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
738374,-14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
738999,-11.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
741394,7.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0
741692,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
741748,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
742970,-7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
743190,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1168295,-26.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168445,-19.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
232592,-29.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
236300,-15.88888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
908339,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
922131,-29.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
924213,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
932386,-16.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
941240,-26.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
944929,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1207492,-30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
793229,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
793461,8.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
794888,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
800545,-24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
801611,3.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
878640,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878641,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878642,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878643,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878644,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878645,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878646,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878647,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878648,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878649,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878650,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878651,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878652,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878653,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878654,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878655,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878656,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878657,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878658,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878659,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878660,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878661,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878662,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878663,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878664,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878665,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878666,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878667,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878668,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878669,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878670,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878671,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878672,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878673,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878674,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878675,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878676,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878677,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878678,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878679,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878680,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878681,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878682,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878684,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878685,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878686,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878687,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878688,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878689,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878690,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878691,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878692,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
878693,1.7777777777777777,1,0,0,0,0,0,0,0,0,1,0,0,0,0
962040,-3.727272727272727,1,0,0,0,0,0,0,0,1,0,0,0,0,0
962607,-37.22222222222222,1,0,0,0,0,0,0,1,0,0,0,0,0,0
963774,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
965459,-15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
965955,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
967146,-23.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0
971432,-2.6666666666666665,1,0,0,0,0,0,0,1,0,0,0,0,0,0
972071,-5.888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1143617,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1186638,-24.11111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0
659845,-2.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,1,0
664126,-6.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
664806,-3.611111111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0
665925,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
668840,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
670411,-31.416666666666668,1,0,0,0,0,0,0,0,0,0,0,0,1,0
671453,-22.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
671690,3.823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,1,0
674573,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
679964,-9.666666666666666,0,0,1,0,0,0,0,0,0,0,0,0,1,0
685862,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
916575,-13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
918619,-7.555555555555555,1,0,0,0,0,0,0,1,0,0,0,0,0,0
919686,-28.77777777777778,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1084728,-11.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1087826,-3.1666666666666665,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1054156,-21.555555555555557,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1056446,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1063296,-24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1063591,-18.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1065678,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1069428,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1071237,-23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1072675,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1073150,13.42,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1074155,-15.88888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1076823,-26.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1079057,-37.666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1079107,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1080843,-25.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1080931,-40.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1085599,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1085810,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1193770,-19.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0
713876,-7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
714307,13.42,0,0,0,1,0,0,0,1,0,0,0,0,0,0
720544,-33.333333333333336,1,0,0,0,0,0,0,0,0,0,0,0,1,0
