客編,平均繳款延遲日數,paytype_1,paytype_3,paytype_6,paytype_12,paytype_15,paytype_99,paymethod_APP臨櫃代收(7-11),paymethod_CVS臨櫃代收(7-11),paymethod_信用卡扣款,paymethod_其他繳款方式,paymethod_廠商代收,paymethod_當月繳帳單,paymethod_簡訊帳單臨櫃代收(7-11),paymethod_金融機構轉帳
1153685,-21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
580882,-16.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
606289,-29.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1117705,-27.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1117812,-36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1118036,-39.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
820589,-7.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
995951,-9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
752863,-15.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
789421,-20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
810450,-27.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1019276,-27.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1020464,-28.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1037465,-23.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1039546,-27.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
813301,-13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
686210,-11.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
701204,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1154510,-18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1115280,-14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1115570,-13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1115740,-16.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1117801,-28.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1117814,-31.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
776524,-21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
800909,-27.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
636430,-30.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1131417,-35.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
