客編^相關編號^30天內^60天內^90天內^90天以上^平均等待天數^繳別^使用狀態_數值^產品名稱_數值
679626^753689^1^0^0^1^0.0^1^0^0
679655^753721^2^0^0^0^0.5^1^0^1
679698^753768^1^0^0^3^0.5^1^0^1
679710^753780^1^0^0^1^1.5^12^0^0
679729^753799^1^0^0^0^0.0^12^0^1
679767^753837^1^0^0^0^10.0^6^1^0
679818^753891^1^0^0^1^0.0^15^0^0
679862^753935^1^0^0^0^0.0^12^0^0
679881^753954^1^0^0^2^1.3333333333333333^6^0^1
679922^753995^1^0^0^0^0.0^12^0^0
679928^754001^1^0^0^0^0.0^6^0^1
679949^754022^1^0^0^1^11.0^1^0^0
679964^754037^1^0^0^1^0.5^6^0^1
680019^754092^1^0^0^0^0.0^12^0^1
680079^754172^1^0^0^0^2.0^12^0^0
680087^754180^1^0^0^0^0.0^6^0^0
680115^754208^1^0^0^0^0.0^6^0^0
680142^754235^1^0^0^0^3.0^12^0^1
680151^754244^3^0^0^0^4.333333333333333^6^0^1
680190^754283^1^0^1^7^6.666666666666667^1^0^0
680226^754319^1^0^0^0^0.0^12^0^1
680267^754360^1^0^1^0^1.5^1^0^1
680269^754363^2^0^0^0^0.0^15^1^1
680271^754365^1^0^0^1^0.0^1^1^0
680307^754402^1^0^0^0^0.0^15^0^0
680310^754405^1^0^0^1^21.5^1^1^0
680366^754465^1^0^0^1^0.5^12^0^1
680379^754481^1^0^0^2^9.666666666666666^1^0^0
680512^754643^1^0^0^5^8.333333333333334^6^0^1
680573^754704^1^0^0^0^1.0^15^0^1
680577^754708^1^0^0^0^0.0^12^0^1
680625^754757^1^0^0^1^25.5^6^0^0
680677^754810^1^0^0^0^3.0^6^1^0
680680^754813^1^0^0^0^1.0^6^0^0
680687^754820^1^0^0^4^0.4^6^0^1
680709^754842^1^0^0^0^1.0^12^0^1
680736^754869^1^0^0^0^0.0^6^0^0
680738^754871^1^0^0^0^0.0^12^0^1
680739^754874^1^0^0^0^0.0^1^1^1
680740^754875^1^0^0^0^0.0^12^1^0
680792^754927^1^0^0^1^2.0^12^0^0
680838^754973^1^0^0^2^0.0^12^0^0
680880^755016^1^0^0^3^0.25^15^0^1
680899^755035^2^0^0^2^5.25^12^0^0
680930^755067^2^1^0^1^1.5^1^1^1
680940^755077^1^0^0^0^0.0^15^0^0
680967^755104^1^0^0^1^0.0^6^0^1
680971^755108^1^0^0^0^0.0^6^0^1
680986^755143^1^0^0^1^2.5^12^0^0
681012^755169^1^0^0^1^1.0^15^0^1
